partnership_id,parent_id,analyst,new_or_legacy,primary_mission,sub_mission,partnership_year,partnership_type,level_of_commitment,relationship_type,business_model,mission_type,partnership_strength,asset_name,cocom_1,country_1,org_type_1,organization_1,company_1,cocom_2,country_2,org_type_2,organization_2,company_2,link_1,link_2,link_3
Jordan - Saudi Arabia - Arab Space Cooperation Group Establisment 2019,Arab Space Cooperation Group Establisment 2019,FC,New,Science & Exploration,Orbital,2019,"Framework Agreements, Meetings, and Consortia",Low,Cooperative,G2G,Civil,3.0,,USCENTCOM,Jordan,Government,Government of Jordan,,USCENTCOM,Saudi Arabia,Government,Government of Saudi Arabia,,https://africanews.space/egypt-signs-arab-space-cooperation-groups-basic-charter/,,
Jordan - Sudan - Arab Space Cooperation Group Establisment 2019,Arab Space Cooperation Group Establisment 2019,FC,New,Science & Exploration,Orbital,2019,"Framework Agreements, Meetings, and Consortia",Low,Cooperative,G2G,Civil,3.0,,USCENTCOM,Jordan,Government,Government of Jordan,,USAFRICOM,Sudan,Government,Government of Sudan,,https://africanews.space/egypt-signs-arab-space-cooperation-groups-basic-charter/,,
Jordan - Tunisia - Arab Space Cooperation Group Establisment 2019,Arab Space Cooperation Group Establisment 2019,FC,New,Science & Exploration,Orbital,2019,"Framework Agreements, Meetings, and Consortia",Low,Cooperative,G2G,Civil,3.0,,USCENTCOM,Jordan,Government,Government of Jordan,,USAFRICOM,Tunisia,Government,Government of Tunisia,,https://africanews.space/egypt-signs-arab-space-cooperation-groups-basic-charter/,,
Jordan - UAE - Arab Space Cooperation Group Establisment 2019,Arab Space Cooperation Group Establisment 2019,FC,New,Science & Exploration,Orbital,2019,"Framework Agreements, Meetings, and Consortia",Low,Cooperative,G2G,Civil,3.0,,USCENTCOM,Jordan,Government,Government of Jordan,,USCENTCOM,United Arab Emirates,Government,Government of UAE,,https://africanews.space/egypt-signs-arab-space-cooperation-groups-basic-charter/,,
Jordan-Indonesia Fengyun Satellite User Conference Participation 2023,Fengyun Satellite User Conference Participation 2023,GJ,New,Space Sensing,Environmental Monitoring,2023,"Framework Agreements, Meetings, and Consortia",Low,Cooperative,G2G,Civil,3.0,,USCENTCOM,Jordan,Government,Government of Jordan,,USINDOPACOM,Indonesia,Government,Government of Indonesia,,https://www.nsmc.org.cn/conference/fysuc/2023/en/agenda.html#poster,,
Jordan-Mongolia Fengyun Satellite User Conference Participation 2023,Fengyun Satellite User Conference Participation 2023,GJ,New,Space Sensing,Environmental Monitoring,2023,"Framework Agreements, Meetings, and Consortia",Low,Cooperative,G2G,Civil,3.0,,USCENTCOM,Jordan,Government,Government of Jordan,,USINDOPACOM,Mongolia,Government,Government of Mongolia,,https://www.nsmc.org.cn/conference/fysuc/2023/en/agenda.html#poster,,
Jordan-Nepal Fengyun Satellite User Conference Participation 2023,Fengyun Satellite User Conference Participation 2023,GJ,New,Space Sensing,Environmental Monitoring,2023,"Framework Agreements, Meetings, and Consortia",Low,Cooperative,G2G,Civil,3.0,,USCENTCOM,Jordan,Government,Government of Jordan,,USINDOPACOM,Nepal,Government,Government of Nepal,,https://www.nsmc.org.cn/conference/fysuc/2023/en/agenda.html#poster,,
Jordan-Pakistan Fengyun Satellite User Conference Participation 2023,Fengyun Satellite User Conference Participation 2023,GJ,New,Space Sensing,Environmental Monitoring,2023,"Framework Agreements, Meetings, and Consortia",Low,Cooperative,G2G,Civil,3.0,,USCENTCOM,Jordan,Government,Government of Jordan,,USCENTCOM,Pakistan,Government,Government of Pakistan,,https://www.nsmc.org.cn/conference/fysuc/2023/en/agenda.html#poster,,
Jordan-Sudan Fengyun Satellite User Conference Participation 2023,Fengyun Satellite User Conference Participation 2023,GJ,New,Space Sensing,Environmental Monitoring,2023,"Framework Agreements, Meetings, and Consortia",Low,Cooperative,G2G,Civil,3.0,,USCENTCOM,Jordan,Government,Government of Jordan,,USAFRICOM,Sudan,Government,Government of Sudan,,https://www.nsmc.org.cn/conference/fysuc/2023/en/agenda.html#poster,,
Jordan-Zambia Fengyun Satellite User Conference Participation 2023,Fengyun Satellite User Conference Participation 2023,GJ,New,Space Sensing,Environmental Monitoring,2023,"Framework Agreements, Meetings, and Consortia",Low,Cooperative,G2G,Civil,3.0,,USCENTCOM,Jordan,Government,Government of Jordan,,USAFRICOM,Zambia,Government,Government of Zambia,,https://www.nsmc.org.cn/conference/fysuc/2023/en/agenda.html#poster,,
"JPN CAO-US NSC Comprehensive Dialogue on Space, 2013","Comprehensive Dialogue on Space, 2015",,Legacy,Not Specified,Not Specified,2013,"Framework Agreements, Meetings, and Consortia",High,Cooperative,G2G,Military,6.0,,USINDOPACOM,Japan,Government,Cabinet Office (CAO),,USNORTHCOM,United States,Government,National Security Council (NSC),,https://www.mofa.go.jp/mofaj/files/000001829.pdf,,
"JPN CAO-US NSC Comprehensive Dialogue on Space, 2014","Comprehensive Dialogue on Space, 2015",,Legacy,Not Specified,Not Specified,2014,"Framework Agreements, Meetings, and Consortia",High,Cooperative,G2G,Military,6.0,,USINDOPACOM,Japan,Government,Cabinet Office (CAO),,USNORTHCOM,United States,Government,National Security Council (NSC),,https://www.mofa.go.jp/mofaj/files/000038506.pdf,,
"JPN CAO-US NSC Comprehensive Dialogue on Space, 2015","JPN CAO-US NSC Comprehensive Dialogue on Space, 2015",,Legacy,Not Specified,Not Specified,2015,"Framework Agreements, Meetings, and Consortia",High,Cooperative,G2G,Multi-Use,6.0,,USINDOPACOM,Japan,Government,Cabinet Office (CAO),,USNORTHCOM,United States,Government,National Security Council (NSC),,https://www.mofa.go.jp/mofaj/files/000099221.pdf,,
"JPN CAO-US NSC Comprehensive Dialogue on Space, 2017","Comprehensive Dialogue on Space, 2017",,Legacy,Not Specified,Not Specified,2017,"Framework Agreements, Meetings, and Consortia",High,Cooperative,G2G,Military,6.0,,USINDOPACOM,Japan,Government,Cabinet Office (CAO),,USNORTHCOM,United States,Government,National Security Council (NSC),,https://www.mofa.go.jp/mofaj/files/000257245.pdf,,
"JPN CAO-US NSC Comprehensive Dialogue on Space, 2018","Comprehensive Dialogue on Space, 2015",,Legacy,Not Specified,Not Specified,2018,"Framework Agreements, Meetings, and Consortia",High,Cooperative,G2G,Multi-Use,6.0,,USINDOPACOM,Japan,Government,Cabinet Office (CAO),,USNORTHCOM,United States,Government,National Security Council (NSC),,https://www.mofa.go.jp/mofaj/files/000384601.pdf,,
"JPN CAO-US NSC Comprehensive Dialogue on Space, 2019","Comprehensive Dialogue on Space, 2015",,Legacy,Not Specified,Not Specified,2019,"Framework Agreements, Meetings, and Consortia",High,Cooperative,G2G,Multi-Use,6.0,,USINDOPACOM,Japan,Government,Cabinet Office (CAO),,USNORTHCOM,United States,Government,National Security Council (NSC),,https://www.mofa.go.jp/mofaj/files/000501699.pdf,,
"JPN CAO-US NSC Comprehensive Dialogue on Space, 2020","JPN CAO-US NSC Comprehensive Dialogue on Space, 2020",,Legacy,Not Specified,Not Specified,2020,"Framework Agreements, Meetings, and Consortia",High,Cooperative,G2G,Multi-Use,6.0,,USINDOPACOM,Japan,Government,Cabinet Office (CAO),,USNORTHCOM,United States,Government,National Security Council (NSC),,https://www.mofa.go.jp/mofaj/files/100087506.pdf,,
"JPN CAO-US NSC Comprehensive Dialogue on Space, 2023","JPN CAO-US NSC Comprehensive Dialogue on Space, 2023",,Legacy,Not Specified,Not Specified,2023,"Framework Agreements, Meetings, and Consortia",High,Cooperative,G2G,Multi-Use,6.0,,USINDOPACOM,Japan,Government,Cabinet Office (CAO),,USNORTHCOM,United States,Government,National Security Council (NSC),,https://www.mofa.go.jp/mofaj/files/100483083.pdf,,
"JPN CAO-US OSTP Comprehensive Dialogue on Space, 2013","Comprehensive Dialogue on Space, 2015",,Legacy,Not Specified,Not Specified,2013,"Framework Agreements, Meetings, and Consortia",High,Cooperative,G2G,Military,6.0,,USINDOPACOM,Japan,Government,Cabinet Office (CAO),,USNORTHCOM,United States,Government,Office of Science and Technology Policy (OSTP),,https://www.mofa.go.jp/mofaj/files/000001829.pdf,,
"JPN CAO-US OSTP Comprehensive Dialogue on Space, 2014","Comprehensive Dialogue on Space, 2015",,Legacy,Not Specified,Not Specified,2014,"Framework Agreements, Meetings, and Consortia",High,Cooperative,G2G,Military,6.0,,USINDOPACOM,Japan,Government,Cabinet Office (CAO),,USNORTHCOM,United States,Government,Office of Science and Technology Policy (OSTP),,https://www.mofa.go.jp/mofaj/files/000038506.pdf,,
"JPN CAO-US OSTP Comprehensive Dialogue on Space, 2015","Comprehensive Dialogue on Space, 2015",,Legacy,Not Specified,Not Specified,2015,"Framework Agreements, Meetings, and Consortia",High,Cooperative,G2G,Multi-Use,6.0,,USINDOPACOM,Japan,Government,Cabinet Office (CAO),,USNORTHCOM,United States,Government,Office of Science and Technology Policy (OSTP),,https://www.mofa.go.jp/mofaj/files/000099221.pdf,,
"JPN CAO-US OSTP Comprehensive Dialogue on Space, 2017","Comprehensive Dialogue on Space, 2017",,Legacy,Not Specified,Not Specified,2017,"Framework Agreements, Meetings, and Consortia",High,Cooperative,G2G,Military,6.0,,USINDOPACOM,Japan,Government,Cabinet Office (CAO),,USNORTHCOM,United States,Government,Office of Science and Technology Policy (OSTP),,https://www.mofa.go.jp/mofaj/files/000257245.pdf,,
"JPN CAO-US OSTP Comprehensive Dialogue on Space, 2018","Comprehensive Dialogue on Space, 2015",,Legacy,Not Specified,Not Specified,2018,"Framework Agreements, Meetings, and Consortia",High,Cooperative,G2G,Multi-Use,6.0,,USINDOPACOM,Japan,Government,Cabinet Office (CAO),,USNORTHCOM,United States,Government,Office of Science and Technology Policy (OSTP),,https://www.mofa.go.jp/mofaj/files/000384601.pdf,,
"JPN CAO-US OSTP Comprehensive Dialogue on Space, 2019","Comprehensive Dialogue on Space, 2015",,Legacy,Not Specified,Not Specified,2019,"Framework Agreements, Meetings, and Consortia",High,Cooperative,G2G,Multi-Use,6.0,,USINDOPACOM,Japan,Government,Cabinet Office (CAO),,USNORTHCOM,United States,Government,Office of Science and Technology Policy (OSTP),,https://www.mofa.go.jp/mofaj/files/000501699.pdf,,
"JPN CAO-US OSTP Comprehensive Dialogue on Space, 2020","JPN CAO-US OSTP Comprehensive Dialogue on Space, 2020",,Legacy,Not Specified,Not Specified,2020,"Framework Agreements, Meetings, and Consortia",High,Cooperative,G2G,Multi-Use,6.0,,USINDOPACOM,Japan,Government,Cabinet Office (CAO),,USNORTHCOM,United States,Government,Office of Science and Technology Policy (OSTP),,https://www.mofa.go.jp/mofaj/files/100087506.pdf,,
"JPN CAO-US OSTP Comprehensive Dialogue on Space, 2023","JPN CAO-US OSTP Comprehensive Dialogue on Space, 2023",,Legacy,Not Specified,Not Specified,2023,"Framework Agreements, Meetings, and Consortia",High,Cooperative,G2G,Multi-Use,6.0,,USINDOPACOM,Japan,Government,Cabinet Office (CAO),,USNORTHCOM,United States,Government,Office of Science and Technology Policy (OSTP),,https://www.mofa.go.jp/mofaj/files/100483083.pdf,,
"JPN MOFA-AUS MOFA JPN-AUS-US Security Talks, 2011","JPN-AUS-US Security Talks, 2011",,Legacy,Not Specified,Not Specified,2011,"Framework Agreements, Meetings, and Consortia",High,Cooperative,G2G,Military,6.0,,USINDOPACOM,Japan,Government,Japanese Ministry of Foreign Affairs,,USINDOPACOM,Australia,Government,Australian Ministry of Foreign Affairs,,https://www.mofa.go.jp/mofaj/press/release/press4_003863.html,,
"JPN MOFA-AUS MOFA JPN-AUS-US Security Talks, 2012","JPN-AUS-US Security Talks, 2011",,Legacy,Not Specified,Not Specified,2012,"Framework Agreements, Meetings, and Consortia",High,Cooperative,G2G,Military,6.0,,USINDOPACOM,Japan,Government,Japanese Ministry of Foreign Affairs,,USINDOPACOM,Australia,Government,Australian Ministry of Foreign Affairs,,https://www.mofa.go.jp/mofaj/press/release/press4_003863.html,,
"JPN MOFA-AUS MOFA JPN-AUS-US Security Talks, 2013","JPN-AUS-US Security Talks, 2011",,Legacy,Not Specified,Not Specified,2013,"Framework Agreements, Meetings, and Consortia",High,Cooperative,G2G,Military,6.0,,USINDOPACOM,Japan,Government,Japanese Ministry of Foreign Affairs,,USINDOPACOM,Australia,Government,Australian Ministry of Foreign Affairs,,https://www.mofa.go.jp/mofaj/press/release/press4_003863.html,,
"JPN MOFA-AUS MOFA JPN-AUS-US Security Talks, 2014","JPN-AUS-US Security Talks, 2011",,Legacy,Not Specified,Not Specified,2014,"Framework Agreements, Meetings, and Consortia",High,Cooperative,G2G,Military,6.0,,USINDOPACOM,Japan,Government,Japanese Ministry of Foreign Affairs,,USINDOPACOM,Australia,Government,Australian Ministry of Foreign Affairs,,https://www.mofa.go.jp/mofaj/press/release/press4_003863.html,,
"JPN MOFA-AUS MOFA JPN-AUS-US Security Talks, 2015","JPN-AUS-US Security Talks, 2011",,Legacy,Not Specified,Not Specified,2015,"Framework Agreements, Meetings, and Consortia",High,Cooperative,G2G,Military,6.0,,USINDOPACOM,Japan,Government,Japanese Ministry of Foreign Affairs,,USINDOPACOM,Australia,Government,Australian Ministry of Foreign Affairs,,https://www.mofa.go.jp/mofaj/press/release/press4_003863.html,,
"JPN MOFA-AUS MOFA JPN-AUS-US Security Talks, 2016","JPN-AUS-US Security Talks, 2011",,Legacy,Not Specified,Not Specified,2016,"Framework Agreements, Meetings, and Consortia",High,Cooperative,G2G,Military,6.0,,USINDOPACOM,Japan,Government,Japanese Ministry of Foreign Affairs,,USINDOPACOM,Australia,Government,Australian Ministry of Foreign Affairs,,https://www.mofa.go.jp/mofaj/press/release/press4_003863.html,,
"JPN MOFA-France SGDSN Comprehensive Space Dialogue, 2016","JPN MOFA-France SGDSN Comprehensive Space Dialogue, 2016",,Legacy,SDA & Combat Power,Space Domain Awareness,2016,"Framework Agreements, Meetings, and Consortia",Low,Cooperative,G2G,Civil,3.0,,USEUCOM,France,Government,General Secretariat of Defense and National Security (SGDSN),,USINDOPACOM,Japan,Government,Japanese Ministry of Foreign Affairs,,https://www.mofa.go.jp/mofaj/fp/sp/page24_000666.html,,
"JPN MOFA-France SGDSN Comprehensive Space Dialogue, 2017","JPN MOFA-France SGDSN Comprehensive Space Dialogue, 2017",,Legacy,SDA & Combat Power,Space Domain Awareness,2017,"Framework Agreements, Meetings, and Consortia",Low,Cooperative,G2G,Civil,3.0,,USEUCOM,France,Government,General Secretariat of Defense and National Security (SGDSN),,USINDOPACOM,Japan,Government,Japanese Ministry of Foreign Affairs,,https://www.mofa.go.jp/mofaj/fp/sp/page23_001966.html,,
"JPN MOFA-France SGDSN Comprehensive Space Dialogue, 2020","JPN MOFA-France SGDSN Comprehensive Space Dialogue, 2020",,Legacy,Not Specified,Not Specified,2020,"Framework Agreements, Meetings, and Consortia",Low,Cooperative,G2G,Civil,3.0,,USEUCOM,France,Government,General Secretariat of Defense and National Security (SGDSN),,USINDOPACOM,Japan,Government,Japanese Ministry of Foreign Affairs,,https://www.mofa.go.jp/mofaj/press/release/press3_000382.html,,
"JPN MOFA-France SGDSN Comprehensive Space Dialogue, 2023","JPN MOFA-France SGDSN Comprehensive Space Dialogue, 2023",,,SDA & Combat Power,Space Domain Awareness,2023,"Framework Agreements, Meetings, and Consortia",Low,Cooperative,G2G,Civil,3.0,,USEUCOM,France,Government,General Secretariat of Defense and National Security (SGDSN),,USINDOPACOM,Japan,Government,Japanese Ministry of Foreign Affairs,,https://www.mofa.go.jp/fp/msp/page24e_000396.html,,
JPN MOFA-Philippines Official Security Assistance 2023,JPN MOFA-Philippines Official Security Assistance 2023,,Legacy,Space Sensing,ISR & Remote Sensing,2023,Co-Production,High,Cooperative,G2G,Military,10.0,,USINDOPACOM,Japan,Government,Japanese Ministry of Foreign Affairs,,USINDOPACOM,Philippines,Government,Government of Philippines,,https://ipdefenseforum.com/2023/09/japan-philippines-deepen-defense-cooperation-amid-shared-security-concerns/,,
JPN MOFA-ROK Ministry of Science and ICT Trilateral Dialogue on Space Security,Ministry of Science and ICT Trilateral Dialogue on Space Security,,Legacy,Not Specified,Not Specified,2023,"Framework Agreements, Meetings, and Consortia",High,Cooperative,G2G,Military,6.0,,USINDOPACOM,Japan,Government,Japanese Ministry of Foreign Affairs,,USINDOPACOM,South Korea,Government,Korean Ministry of Science & ICT,,https://www.mofa.go.jp/fp/msp/page1e_000802.html,,
JPN MOFA-ROK MOFA Trilateral Dialogue on Space Security,Ministry of Science and ICT Trilateral Dialogue on Space Security,,Legacy,Not Specified,Not Specified,2023,"Framework Agreements, Meetings, and Consortia",High,Cooperative,G2G,Military,6.0,,USINDOPACOM,Japan,Government,Japanese Ministry of Foreign Affairs,,USINDOPACOM,South Korea,Government,Korean Ministry of Foreign Affairs,,https://www.mofa.go.jp/fp/msp/page1e_000802.html,,
JPN MOFA-UK FCDO 2023 Meeting Joint Statement,2023 Meeting Joint Statement,,Legacy,SDA & Combat Power,Space Domain Awareness,2023,"Joint Exercises, Tests and Training",High,Cooperative,G2G,Multi-Use,9.0,,USINDOPACOM,Japan,Government,Japanese Ministry of Foreign Affairs,,USEUCOM,United Kingdom,Government,"UK Foreign, Commonwealth & Development Office (FCDO)",,https://www.gov.uk/government/publications/japan-uk-foreign-and-defence-ministerial-meeting-2023-joint-statement/japan-uk-foreign-and-defence-ministerial-meeting-2023-joint-statement,,
JPN MOFA-UK MOD 2023 Meeting Joint Statement,2023 Meeting Joint Statement,,Legacy,SDA & Combat Power,Space Domain Awareness,2023,"Joint Exercises, Tests and Training",High,Cooperative,G2G,Multi-Use,9.0,,USINDOPACOM,Japan,Government,Japanese Ministry of Foreign Affairs,,USEUCOM,United Kingdom,Government,UK Ministry of Defence (MOD),,https://www.gov.uk/government/publications/japan-uk-foreign-and-defence-ministerial-meeting-2023-joint-statement/japan-uk-foreign-and-defence-ministerial-meeting-2023-joint-statement,,
"JPN MOFA-US DOS JPN-AUS-US Security Talks, 2011","JPN-AUS-US Security Talks, 2011",,Legacy,Not Specified,Not Specified,2011,"Framework Agreements, Meetings, and Consortia",High,Cooperative,G2G,Military,6.0,,USINDOPACOM,Japan,Government,Japanese Ministry of Foreign Affairs,,USNORTHCOM,United States,Government,Department of State (DoS),,https://www.mofa.go.jp/mofaj/press/release/press4_003863.html,,
"JPN MOFA-US DOS JPN-AUS-US Security Talks, 2012","JPN-AUS-US Security Talks, 2011",,Legacy,Not Specified,Not Specified,2012,"Framework Agreements, Meetings, and Consortia",High,Cooperative,G2G,Military,6.0,,USINDOPACOM,Japan,Government,Japanese Ministry of Foreign Affairs,,USNORTHCOM,United States,Government,Department of State (DoS),,https://www.mofa.go.jp/mofaj/press/release/press4_003863.html,,
"JPN MOFA-US DOS JPN-AUS-US Security Talks, 2013","JPN-AUS-US Security Talks, 2011",,Legacy,Not Specified,Not Specified,2013,"Framework Agreements, Meetings, and Consortia",High,Cooperative,G2G,Military,6.0,,USINDOPACOM,Japan,Government,Japanese Ministry of Foreign Affairs,,USNORTHCOM,United States,Government,Department of State (DoS),,https://www.mofa.go.jp/mofaj/press/release/press4_003863.html,,
"JPN MOFA-US DOS JPN-AUS-US Security Talks, 2014","JPN-AUS-US Security Talks, 2011",,Legacy,Not Specified,Not Specified,2014,"Framework Agreements, Meetings, and Consortia",High,Cooperative,G2G,Military,6.0,,USINDOPACOM,Japan,Government,Japanese Ministry of Foreign Affairs,,USNORTHCOM,United States,Government,Department of State (DoS),,https://www.mofa.go.jp/mofaj/press/release/press4_003863.html,,
"JPN MOFA-US DOS JPN-AUS-US Security Talks, 2015","JPN-AUS-US Security Talks, 2011",,Legacy,Not Specified,Not Specified,2015,"Framework Agreements, Meetings, and Consortia",High,Cooperative,G2G,Military,6.0,,USINDOPACOM,Japan,Government,Japanese Ministry of Foreign Affairs,,USNORTHCOM,United States,Government,Department of State (DoS),,https://www.mofa.go.jp/mofaj/press/release/press4_003863.html,,
"JPN MOFA-US DOS JPN-AUS-US Security Talks, 2016","JPN-AUS-US Security Talks, 2011",,Legacy,Not Specified,Not Specified,2016,"Framework Agreements, Meetings, and Consortia",High,Cooperative,G2G,Military,6.0,,USINDOPACOM,Japan,Government,Japanese Ministry of Foreign Affairs,,USNORTHCOM,United States,Government,Department of State (DoS),,https://www.mofa.go.jp/mofaj/press/release/press4_003863.html,,
"JPN MOFA-US DOS Space Security Dialogue, 2012","JPN MOFA-US DOS Space Security Dialogue, 2012",,Legacy,Not Specified,Not Specified,2012,"Framework Agreements, Meetings, and Consortia",High,Cooperative,G2G,Military,6.0,,USINDOPACOM,Japan,Government,Japanese Ministry of Foreign Affairs,,USNORTHCOM,United States,Government,Department of State (DoS),,https://www.mofa.go.jp/mofaj/press/release/24/9/0918_02.html,,
"JPN MOFA-US DOS Space Security Dialogue, 2014","JPN MOFA-US DOS Space Security Dialogue, 2014",,Legacy,Not Specified,Not Specified,2014,"Framework Agreements, Meetings, and Consortia",High,Cooperative,G2G,Military,6.0,,USINDOPACOM,Japan,Government,Japanese Ministry of Foreign Affairs,,USNORTHCOM,United States,Government,Department of State (DoS),,https://www.mofa.go.jp/mofaj/press/release/press4_000651.html,,
"JPN MOFA-US DOS Space Security Dialogue, 2015","JPN MOFA-US DOS Space Security Dialogue, 2015",,Legacy,Not Specified,Not Specified,2015,"Framework Agreements, Meetings, and Consortia",High,Cooperative,G2G,Military,6.0,,USINDOPACOM,Japan,Government,Japanese Ministry of Foreign Affairs,,USNORTHCOM,United States,Government,Department of State (DoS),,https://www.mofa.go.jp/mofaj/press/release/press4_001830.html,,
"JPN MOFA-US DOS Space Security Dialogue, 2016","JPN MOFA-US DOS Space Security Dialogue, 2016",,Legacy,Not Specified,Not Specified,2016,"Framework Agreements, Meetings, and Consortia",High,Cooperative,G2G,Military,6.0,,USINDOPACOM,Japan,Government,Japanese Ministry of Foreign Affairs,,USNORTHCOM,United States,Government,Department of State (DoS),,https://www.mofa.go.jp/mofaj/press/release/press4_003025.html,,
"JPN MOFA-US DOS Space Security Dialogue, 2018","JPN MOFA-US DOS Space Security Dialogue, 2018",,Legacy,Not Specified,Not Specified,2018,"Framework Agreements, Meetings, and Consortia",High,Cooperative,G2G,Multi-Use,6.0,,USINDOPACOM,Japan,Government,Japanese Ministry of Foreign Affairs,,USNORTHCOM,United States,Government,Department of State (DoS),,https://www.mofa.go.jp/mofaj/press/release/press4_006251.html,,
"JPN MOFA-US DOS Space Security Dialogue, 2022","JPN MOFA-US DOS Space Security Dialogue, 2022",,Legacy,SDA & Combat Power,Space Domain Awareness,2022,"Framework Agreements, Meetings, and Consortia",High,Cooperative,G2G,Multi-Use,6.0,,USINDOPACOM,Japan,Government,Japanese Ministry of Foreign Affairs,,USNORTHCOM,United States,Government,Department of State (DoS),,https://www.mofa.go.jp/press/release/press4e_003145.html,,
JPN MOFA-US DOS Trilateral Dialogue on Space Security,Ministry of Science and ICT Trilateral Dialogue on Space Security,,Legacy,Not Specified,Not Specified,2023,"Framework Agreements, Meetings, and Consortia",High,Cooperative,G2G,Military,6.0,,USINDOPACOM,Japan,Government,Japanese Ministry of Foreign Affairs,,USNORTHCOM,United States,Government,Department of State (DoS),,https://www.mofa.go.jp/fp/msp/page1e_000802.html,,
"JPN MOFA-US NSC Comprehensive Dialogue on Space, 2013","Comprehensive Dialogue on Space, 2015",,Legacy,Not Specified,Not Specified,2013,"Framework Agreements, Meetings, and Consortia",High,Cooperative,G2G,Military,6.0,,USINDOPACOM,Japan,Government,Japanese Ministry of Foreign Affairs,,USNORTHCOM,United States,Government,National Security Council (NSC),,https://www.mofa.go.jp/mofaj/files/000001829.pdf,,
"JPN MOFA-US NSC Comprehensive Dialogue on Space, 2014","Comprehensive Dialogue on Space, 2015",,Legacy,Not Specified,Not Specified,2014,"Framework Agreements, Meetings, and Consortia",High,Cooperative,G2G,Military,6.0,,USINDOPACOM,Japan,Government,Japanese Ministry of Foreign Affairs,,USNORTHCOM,United States,Government,National Security Council (NSC),,https://www.mofa.go.jp/mofaj/files/000038506.pdf,,
"JPN MOFA-US NSC Comprehensive Dialogue on Space, 2015","Comprehensive Dialogue on Space, 2015",,Legacy,Not Specified,Not Specified,2015,"Framework Agreements, Meetings, and Consortia",High,Cooperative,G2G,Multi-Use,6.0,,USINDOPACOM,Japan,Government,Japanese Ministry of Foreign Affairs,,USNORTHCOM,United States,Government,National Security Council (NSC),,https://www.mofa.go.jp/mofaj/files/000099221.pdf,,
"JPN MOFA-US NSC Comprehensive Dialogue on Space, 2017","Comprehensive Dialogue on Space, 2017",,Legacy,Not Specified,Not Specified,2017,"Framework Agreements, Meetings, and Consortia",High,Cooperative,G2G,Military,6.0,,USINDOPACOM,Japan,Government,Japanese Ministry of Foreign Affairs,,USNORTHCOM,United States,Government,National Security Council (NSC),,https://www.mofa.go.jp/mofaj/files/000257245.pdf,,
"JPN MOFA-US NSC Comprehensive Dialogue on Space, 2018","Comprehensive Dialogue on Space, 2015",,Legacy,Not Specified,Not Specified,2018,"Framework Agreements, Meetings, and Consortia",High,Cooperative,G2G,Multi-Use,6.0,,USINDOPACOM,Japan,Government,Japanese Ministry of Foreign Affairs,,USNORTHCOM,United States,Government,National Security Council (NSC),,https://www.mofa.go.jp/mofaj/files/000384601.pdf,,
"JPN MOFA-US NSC Comprehensive Dialogue on Space, 2019","Comprehensive Dialogue on Space, 2015",,Legacy,Not Specified,Not Specified,2019,"Framework Agreements, Meetings, and Consortia",High,Cooperative,G2G,Multi-Use,6.0,,USINDOPACOM,Japan,Government,Japanese Ministry of Foreign Affairs,,USNORTHCOM,United States,Government,National Security Council (NSC),,https://www.mofa.go.jp/mofaj/files/000501699.pdf,,
"JPN MOFA-US NSC Comprehensive Dialogue on Space, 2020","JPN MOFA-US NSC Comprehensive Dialogue on Space, 2020",,Legacy,Not Specified,Not Specified,2020,"Framework Agreements, Meetings, and Consortia",High,Cooperative,G2G,Multi-Use,6.0,,USINDOPACOM,Japan,Government,Japanese Ministry of Foreign Affairs,,USNORTHCOM,United States,Government,National Security Council (NSC),,https://www.mofa.go.jp/mofaj/files/100087506.pdf,,
"JPN MOFA-US NSC Comprehensive Dialogue on Space, 2023","JPN MOFA-US NSC Comprehensive Dialogue on Space, 2023",,Legacy,Not Specified,Not Specified,2023,"Framework Agreements, Meetings, and Consortia",High,Cooperative,G2G,Multi-Use,6.0,,USINDOPACOM,Japan,Government,Japanese Ministry of Foreign Affairs,,USNORTHCOM,United States,Government,National Security Council (NSC),,https://www.mofa.go.jp/mofaj/files/100483083.pdf,,
JPN MOFA-US NSC Trilateral Dialogue on Space Security,Ministry of Science and ICT Trilateral Dialogue on Space Security,,Legacy,Not Specified,Not Specified,2023,"Framework Agreements, Meetings, and Consortia",High,Cooperative,G2G,Military,6.0,,USINDOPACOM,Japan,Government,Japanese Ministry of Foreign Affairs,,USNORTHCOM,United States,Government,National Space Council,,https://www.mofa.go.jp/fp/msp/page1e_000802.html,,
"JPN MOFA-US OSTP Comprehensive Dialogue on Space, 2013","Comprehensive Dialogue on Space, 2015",,Legacy,Not Specified,Not Specified,2013,"Framework Agreements, Meetings, and Consortia",High,Cooperative,G2G,Military,6.0,,USINDOPACOM,Japan,Government,Japanese Ministry of Foreign Affairs,,USNORTHCOM,United States,Government,Office of Science and Technology Policy (OSTP),,https://www.mofa.go.jp/mofaj/files/000001829.pdf,,
"JPN MOFA-US OSTP Comprehensive Dialogue on Space, 2014","Comprehensive Dialogue on Space, 2015",,Legacy,Not Specified,Not Specified,2014,"Framework Agreements, Meetings, and Consortia",High,Cooperative,G2G,Military,6.0,,USINDOPACOM,Japan,Government,Japanese Ministry of Foreign Affairs,,USNORTHCOM,United States,Government,Office of Science and Technology Policy (OSTP),,https://www.mofa.go.jp/mofaj/files/000038506.pdf,,
